manufacturer,mini_itx,micro_atx,atx,extended_atx,steel,plastic,aluminum,Color:,description,with_power_supply,psu_mount_location,psu_wattage,filter,expansion_slots,weight,side_panel_window,,front_ports,Model #:,internal_3_5_drive_bays,external_5_25_drive_bay,external_3_5_drive_bay,"Internal 2.5"" Drive Bays:",power_supply_mount_location,Removable Filter:,Type,Dimensions (H x W x D):,200mm Fans,140mm Fans,120mm Fans,90mm Fans:,80mm Fans:,40mm Fans,Radiator Support
Lian-Li,,,,,,,1,,LIAN LI PC-T80X Black Aluminum Computer Case,,,,,,,,,USB3.0 x 4 HD Audio (Optional),PC-T80X,"HDD bay 3.5"" HDD x6","5.25"" drive bay (External) Slim ODD x1",,"2.5"" HDD x2",,,,,,,,,,,
Lian-Li,,,,,,,1,Black/Red,LIAN LI PC-D666WRX Black/Red Aluminum Computer Case,,,,,,,Yes,,,PC-D666WRX,"HDD bay 3.5"" HDD x6","5.25"" drive bay (External) x5",,"2.5"" HDD x6",,,,,,,,,,,
XIGMATEK,,,1,,1,,,,Xigmatek Aquila Black Steel Micro-ATX Cube Chassis CCD-14ABW-U01,No,,,,,,,,,CCD-14ABW-U01,"3.5""/2.5"" Internal x 2 (tool-free retainers)","5.25"" External x 1 (tool-free retainers)",,"2.5"" Internal x 2(tool-free retainers)",,,,,,,,,,,
RAIJINTEK CO. LTD,,,,,,,,,"RAIJINTEK AGOS WHITE Removable 3.5""HDD Cage USB 3.0 12025*2 preinstalled 7 PCI Slots Dust-Control Filters Tool-free System for ODD and HDD VGA card up to 410mm and CPU cooler heigth up to 165mm",,,,,,,,,USB 2.0 / USB 3.0 / Audio,0R200003,6,3,,6,,,,,,,,,,,
RAIJINTEK CO. LTD,,,,,,,,,RAIJINTEK AENEAS WHITE Removable M/B Frame and Tool-Free for ODD & HDD Dust-Control Filters 14025*2 & 12025*2 fans preinstalled 0.8mm SGCC VGA card up to 310mm & CPU Cooler heigth up to 180mm,No,Bottom,,,,,,,,0R200023,5,1,,,,,,,,,,,,,
Antec,,,1,,1,,,,Antec Twelve Hundred V3 Black Steel ATX Full Tower Unbeatable Gaming Case,No,,,,,,Yes,,,Twelve Hundred V3,,Default 3 up to 12,,,Bottom,,Full Tower,,,,,,,,
RAIJINTEK CO. LTD,,,,,,,,,RAIJINTEK AENEAS WINDOW-BLACK Removable M/B Frame Tool-Free for ODD & HDD Dust-Control Filter 14025*2 & 12025*2 fans preinstalled 0.8mm SGCC VGA card up to 310mm and CPU Cooler heigth up to 180mm,No,,,,,,Yes,,,0R200021,,1,,,Bottom,,,,,,,,,,
RAIJINTEK CO. LTD,,,,,,,,,RAIJINTEK AENEAS WINDOW-WHITE Removable M/B Frame Tool-Free for ODD & HDD Dust-Control Filter 14025*2 & 12025*2 fans preinstalled 0.8mm SGCC VGA card up to 310mm and CPU Cooler heigth up to 180mm,No,,,,,,Yes,,,0R200022,,1,,,Bottom,,,,,,,,,,
be quiet!,,,,,,,,Black/Orange,Be quiet! Silent Base 800 Computer Case - Orange,,,,,,,No,,USB 3.0 / Audio,BG001,,,,,Bottom,,,,,,,,,,
Thermaltake,,,1,,,1,,,Thermaltake Level 10 GT (VN10001W2N) Black SECC / Plastic ATX Full Tower Computer Case with Four Fans-1x 200mm Colorshift side fan 1x 200mm top fan 1x 200mm front fan and 1x 140mm rear fan,No,,,,,,Yes,,,Level 10 GT (VN10001W2N),,4,,,Bottom,,Full Tower,,1,,,,,,
In Win,,,1,,,,1,,In Win S-Frame Black Aluminum/Tempered Glass Computer Case Support ATX12V/EPS up to 220mm Power Supply,No,,,,,,No,,4 x USB 3.0 / Audio,S-FRAME,3.5_褲 or 2.5_褲 x 4,,,,,,,,,,,,,,
RAIJINTEK CO. LTD,,,,,,,,,RAIJINTEK AENEAS Removable M/B Frame and Tool-Free for ODD & HDD Dust-Control Filters 14025*2 & 12025*2 fans preinstalled 0.8mm SGCC Support VGA card up to 310mm and CPU Cooler heigth up to 180mm,No,Bottom,,,,,,,,0R200020,5,1,,,,,,,,,,,,,
Silverstone,,,1,,1,,1,,SilverStone FT05S Fortress Series Aluminum Front / Steel Body / ATX Silver Computer Case,,,,,,,No,,USB 3.0 x 2 Audio x 1 MIC x 1,FT05S,2,,,2,,,,,,,,,,,
Silverstone,,,1,,1,,1,,SilverStone FT05B-W Fortress Series Aluminum Front / Steel Body / ATX Black Computer Case with Side Window Panel,,,,,,,Yes,,USB 3.0 x 2 Audio x 1 MIC x 1,FT05B-W,2,,,2,,,,,,,,,,,
Cooler Master,,,,,,,,,Cooler Master Elite 361 - Mid Tower Computer Case with Rotatable Logo for Vertical or Horizontal Placement,No,,,,,,No,2 x USB 2.0 / Audio Fron...,,RC-361-KKN1,,1,,,Top,,,,,,,,,,
APEVIA CORP.,,,1,,1,,,,APEVIA X-TROOPER Junior Series X-TRPJR-BK Black  Steel Micro ATX Mid Tower Computer Case w/ Side Window,No,,,,,,Yes,2 x USB 2.0 2 x HD Audi...,,X-TRPJR-BK,,2,,,Top,,,,,,1 x 120mm Side UV Blue L...,,,,
Zalman Tech Co. Ltd,,1,,,1,1,,,ZALMAN ZM-T1 Black Steel / Plastic MicroATX Mini Tower Computer Case,No,,,,,,No,2 x USB 2.0 Front Ports,,ZM-T1,,1,,,Bottom,,,,,,,,,,
NZXT,,,1,,,1,1,,NZXT Source 210 S210-001 Black _岩Aluminum Brush / Plastic_褲 ATX Mid Tower Computer Case,No,,,,,,No,2 x USB 2.0 Front Ports ...,,S210-001,,3,,,Bottom,,,,,,1 x 120mm Rear Fan 1200...,,,,
NZXT,,,1,,,1,1,,NZXT Source 210 S210-002 White w/Black Front Trim _岩Aluminum Brush / Plastic_褲 ATX Mid Tower Computer Case,No,,,,,,No,2 x USB 2.0 Front Ports ...,,S210-002,,3,,,Bottom,,,,,,1 x 120mm Rear Fan 1200...,,,,
Raidmax,,1,,,1,1,1,,RAIDMAX Hyperion MATX-102WBU Black/Blue Aluminum / Plastic / Steel Micro ATX Computer Case,No,,,,,,No,2 x USB 3.0 / 1 x USB 2....,,MATX-102WBU,,1,,,Bottom,,,,,,,,,,
AeroCool,,,1,,,,,,AeroCool DS-Cube Black Black 0.8mm SGCC ATX Mid Tower Computer Case,No,,,,,,No,2 x USB 3.0 / 2 x USB 2....,,DS-Cube Black,,1,,,Bottom,,,,,,,,,,
GIGABYTE,,,1,,,,,,GIGABYTE GZ-G3 PLUS Black ABS + MESH/ 0.6mm SGCC ATX Mid Tower Computer Case,No,,,,,,No,2 x USB 3.0 / 2 x USB 2....,,GZ-G3 PLUS,,1,,,Bottom,,,,,,,,,,
In Win,,,,,,,,,In Win BP655 mini ITX case with IP-S300FF1-0 H Haswell Ready power supply 8cm Fan Black TAC 2.0 Front USB 3.0X2 HD audio,Yes,,,,,,No,2 x USB 3.0 / Audio Fron...,,BP655.FH300TB3,,1,,,Top,,,,,,,,,,
Antec,,,1,,1,,,,Antec Nine Hundred Black Steel ATX Mid Tower Computer Case with Upgraded USB 3.0,No,,,,,,Yes,2 x USB 3.0 / Audio Fron...,,Nine Hundred,,3,,,Bottom,,,,,,1 x 120mm TriCool rear f...,,,,
AeroCool,,,1,,,,,,AeroCool DS-Cube Blue Blue 0.8mm SGCC ATX Mid Tower Computer Case,,,,,,,,2 x USB2.0 + 2 x USB3.0 ...,2 x USB2.0 + 2 x USB3.0 / HD Audio+Mic,DS-Cube Blue,1,1,,,,,,,,,,,,,
AeroCool,,,1,,,,,,AeroCool DS-Cube Black/White Black/White 0.8mm SGCC ATX Mid Tower Computer Case,,,,,,,,2 x USB2.0 + 2 x USB3.0 ...,2 x USB2.0 + 2 x USB3.0 / HD Audio+Mic,DS-Cube Black/White,1,1,,,,,,,,,,,,,
AeroCool,,,1,,,,,Green,AeroCool DS-Cube Green Green 0.8mm SGCC ATX Mid Tower Computer Case,,,,,,,,2 x USB2.0 + 2 x USB3.0 ...,2 x USB2.0 + 2 x USB3.0 / HD Audio+Mic,DS-Cube Green,1,1,,,,,,,,,,,,,
Phanteks Company,,1,,,1,,1,,Phanteks Enthoo Evolv Black Aluminum / Steel mATX/ MicroATX Tower Computer Case,,,,,,,Yes,,,PH-ES314E_BK,3,1 (modular),,5 (1 slot for upgrade),,,,,,,,,,,
Phanteks Company,,1,,,1,,1,,Phanteks Enthoo Evolv White Aluminum / Steel mATX / MicroATX Tower Computer Case,,,,,,,Yes,,,PH-ES314E_WT,3,1 (modular),,5 (1 slot for upgrade),,,,,,,,,,,
Phanteks Company,,1,,,1,,1,Gray,Phanteks Enthoo Evolv Gray Aluminum / Steel mATX/ MicroATX Tower,,,,,,,Yes,,,PH-ES314E_AG,3,1,,5,,,,,,,,,,,
BitFenix Co. Ltd.,,1,,,1,1,,White,BitFenix Phenom M BFC-PHM-300-WWXKK-RP Arctic White Steel / Plastic MicroATX Mini Tower Computer Case,No,,,,,,No,,,BFC-PHM-300-WWXKK-RP,4 + 1 using included adapter,,,,Bottom,,,,,,,,,,
BitFenix Co. Ltd.,,1,,,1,1,,,BitFenix Phenom M BFC-PHM-300-KKXKK-RP Midnight Black Steel / Plastic MicroATX Mini Tower Computer Case,No,,,,,,No,,,BFC-PHM-300-KKXKK-RP,4 + 1 using included adapter,,,,Bottom,,,,,,,,,,
Nanoxia,,,1,,1,,,White,Nanoxia NXDS6W White Steel ATX Super Tower Computer Case,No,,,,,,No,,,NXDS6W,,4,,,Bottom,,,,,,,,,,
Corsair,,,1,,1,1,,White,Corsair Graphite Series 600T Arctic White Steel / Plastic ATX Mid Tower Computer Case,No,,,,,,Yes,,,CC600TWM-WHT,,4,,,Bottom,,,,,,1 x 120 mm fan,,,,
BitFenix Co. Ltd.,,,1,,1,1,,,BitFenix Raider Black Steel / Plastic ATX Mid Tower Computer Case,No,,,,,,No,,,BFC-RDR-300-KKN1-RP,,4,,,Bottom,,,,,,,,,,
Ark Technology Inc.,,,1,,,,,Black,Black Ark Technology PA06-LF Mid-Tower ATX Computer Case with 500W PS2 Power,,,,,,,No,,,9SIC4C2HM051,,,,,,,,,,,,,,,
Ark Technology Inc.,,,1,,,,,Black,Black Ark Technology PA06-LF Mid-Tower ATX Computer Case with 500W PS2 Power,,,,,,,No,,,98110867,,,,,,,,,,,,,,,
Zalman Tech Co. Ltd,,,1,,1,1,,,ZALMAN M1 Black Steel / Plastic ATX Mini Tower PC Case,,,,,,,,,Headphones x 1 Mic x 1 USB 3.0 x 2,M1,Internal Bay x 3 Hot-swap Bay x 1,1,,2,,,,,,,,,,,
Zalman Tech Co. Ltd,,1,,,1,1,,,ZALMAN ZM-T2 Black Steel / Plastic MicroATX Mini Tower Computer Case,No,,,,,,No,,,ZM-T2,,1,,,Bottom,,,,,,,,,,
NZXT,,,,,1,,,,Nzxt Guardian 921rb Mid-sized Tower - Mid-tower - Black - Steel,No,,,,,,Yes,,USB 2.0 / Audio / e-SATA,1124345375,,,,,Bottom,,,,,,,,,,
Cooler Master,,,1,,,,,,New Cooler Master HAF RC-912-KKN1 No PS ATX Mid Tower Gaming Case (Black),,,,,7+1,,No,,USB 2.0 / Audio,C9223-170844772014,,,,,Bottom,,,,,,,,,,
Thermaltake,,,,,,,,,Thermaltake Dokker Mid-Tower Computer Case Single Bay HDD Docking Station High Airflow Design VM600M1W2Z,No,,,,,,Yes Window & Vented,,,VM600M1W2Z,,3,,,Bottom,,,,,,1 x 120mm Blue LED Rear ...,,,,
Cooler Master,,,,,,,,,Cooler Master Elite 241 - Mini Tower Computer Case with 400W Power Supply and Lock and Key,,,,,,,No,,,RC-241-KKR400-N1,2,1,,,Bottom,,,,,,,,,,
BitFenix Co. Ltd.,,,1,,1,1,,White,BitFenix Prodigy M Arctic White Steel/ Plastic Micro ATX Mini Tower Computer Case,No,Front,,,,,,,,BFC-PRM-300-WWXKW-RP,4,1,,,,,,,,,,,,,
BitFenix Co. Ltd.,,,1,,1,1,,,BitFenix Prodigy M Midnight Black Steel/ Plastic Micro ATX Mini Tower Computer Case,No,,,,,,No,,,BFC-PRM-300-KKXSK-RP,,1,,,Bottom,,,,,,,,,,
BitFenix Co. Ltd.,,1,,,,,,,BitFenix Phenom BFC-PHM-300-KKXKK-RP No Power Supply MicroATX Tower Case (Black),No,,,,,,No,,USB 3.0 / Audio,C9190-191022282802,,,,,Bottom,,,,,,,,,,
Corsair,,,,,,,,,Corsair Carbide Series SPEC-02 Mid-Tower Gaming Case,No,,,,,,Yes,,USB 3.0,CC-9011051-WW,,,,,,,,,,,Front - 2 x 140/120mm (1 x 120mm LED included) Top - 2 x 120mm Rear - 120mm,,,,
Corsair,,,1,,,,,,Corsair Graphite Series CC-9011059-WW White ATX Full Tower 780T Full Tower PC Case,No,,,Yes,,,,,USB 3.0 headphone and microphone ports,CC-9011059-WW,,,,,,,Full Tower,,,,Front fan mounts: 3 x 120 2 x 140 mm Top fan mounts: 3 x 120 2 x 140mm Bottom fan mounts (with HDD cage removed): 2 x 120mm Rear fan mounts: 1 x 140/120mm,,,,
Raidmax,,,1,,1,1,,,RAIDMAX AEOLUS ATX-818WB Black Steel / Plastic ATX Mid Tower Computer Case,No,,,,,,Yes,,,ATX-818WB,,3,,,Bottom,,,,,,1 x 120mm Blue LED Front...,,,,
Raidmax,,,1,,1,1,,,RAIDMAX Orion ATX-809B Black Steel / Plastic ATX Mid Tower Computer Case,No,,,,,,No,,,ATX-809B,,3,,,Bottom,,,,,,,,,,
BitFenix Co. Ltd.,,,1,,,,,,BitFenix Colossus Micro ATX Black RGB LED Tower Computer Case,No,Bottom,,,,,,,,BFC-CLM-300-KKLS1-RP,4,1,,,,,,,,,,,,,
In Win,,1,,,,,,,In Win BL040 SFF mATX Slim cas with IP-S300FF1-0 H Haswell Ready power supply 8cm Fan USB 3.0X2 & USB2.0 x 2 HD audio Air Filter,Yes,,,,,,No,,,BL040.FH300TB3F,,1,,,Bottom,,,,,,,,,,
In Win,,1,,,,,,,In Win BL672 SFF mATX Slim case with IP-S300FF1-0 H Haswell Ready power supply 8cm Fan USB 3.0X2 & USB 2.0x2 HD audio Air Filter,Yes,,,,,,No,,,BL672.FH300TB3F,,1,,,Bottom,,,,,,,,,,
In Win,,,1,,,,1,,IN WIN 904.PLUS Black 2mm / 4mm Aluminum  Tempered Glass ATX Mid Tower Computer Case,No,,,,,,Yes,,,904.PLUS,,1,,,Bottom,,,,,,,,,,
Cooler Master,,,1,,,,,,COOLER MASTER Elite 330 RC-330-KKN1-GP Black SECC ATX Mid Tower Computer Case,No,,,,,,No,,,RC-330-KKN1-GP,,4,,,Top,,,,,,1 x 120mm rear fan 120mm...,,,,
APEX (SUPERCASE/ALLIED),,,1,,,,,,APEX Vortex 3620 SGCC / ABS ATX Mid Tower Gaming Computer Case,No,,,,,,No,,,Vortex 3620,,3,,,Top,,,,,,1 x 120mm Blue LED Front...,,,,
Lian-Li,,1,,,,,1,,LIAN LI PC-V354B Black Aluminum MicroATX Mini Tower Computer Case,No,,,,,,,,,PC-V354B,7,1,,4,,,,,,,,,,,
NZXT,,,,,1,,,,NEW NZXT H440 STEEL Mid Tower Case. Next Generation 5.25-less Design. Include 4 x 2nd Gen FNv2 Fans High-End WC support USB3.0 White/Black,No,,,,,,Yes,1 x Audio/Mic 2 x USB 2...,,CA-H440W-W1,5,0,,,,,,,,,,,,,
NZXT,,,,,1,,,,NEW NZXT H440 STEEL Mid Tower Case. Next Generation 5.25-less Design. Include 4 x 2nd Gen FNv2 Fans High-End WC support USB3.0 Matte BLK/Red,No,,,,,,Yes,1 x Audio/Mic 2 x USB 2...,,CA-H440W-M1,5,0,,,,,,,,,,,,,
Zalman Tech Co. Ltd,,,1,,1,1,,,ZALMAN T3 Black Steel / Plastic ATX Mini Tower PC Case,,,,,,,,1 x Microphone 1 x Head...,1 x Microphone 1 x Headphones 1 x USB 3.0 1 x USB 2.0,T3,2,1,,3,,,,,,,,,,,
Zalman Tech Co. Ltd,,,1,,1,1,,,ZALMAN T4 Black Steel / Plastic ATX Mini Tower PC Case,,,,,,,,1 x Microphone 1 x Head...,1 x Microphone 1 x Headphones 1 x USB 3.0 1 x USB 2.0,T4,2,1,,3,,,,,,,,,,,
DIYPC,,,1,,,,1,,DIYPC Alpha-GT3 Black Acrylic and Aluminum ATX Bench Case Bench Computer Case for ATX/Micro ATX motherboard _研 PC components not included,No,,,,,,,1 x USB 2.0 1 x USB 3.0...,1 x USB 2.0 1 x USB 3.0; 1 x headset / 1 x mic,Alpha-GT3,"1 ~ 3 x 3.5""","1 ~ 2 x 5.25""",,,,,,,,,,,,,
Raidmax,,1,,,1,1,,Black/Red,RAIDMAX  Hybodus  MATX-EV31  Black/Red  Steel / Plastic  Micro ATX Tower  Computer Case,No,,,,,,No,1 x USB 3.0 / 1 x USB 2....,,MATX-EV31,,0,,,Bottom,,,,,,,,,,
Raidmax,,1,,,1,1,,Silver,RAIDMAX  Anura  MATX-150B  Black/Silver  Steel / Plastic  Micro ATX Tower  Computer Case,No,,,,,,No,1 x USB 3.0 / 1 x USB 2....,,MATX-150B,,1,,,Top,,,,,,,,,,
Raidmax,,1,,,1,1,,,RAIDMAX Pogona MATX-136B Black Steel / Plastic MicroATX Mini Tower Computer Case,No,,,,,,No,1 x USB 3.0 / 1 x USB 2....,,MATX-136B,,1,,,Bottom,,,,,,,,,,
XION,,1,,,1,1,,,XION Gaming Series XON-310_BK Black with Blue LED Light Steel / Plastic MicroATX Mid Tower Computer Case,No,,,,,,No,1 x USB 3.0 / 2 x USB 2....,,XON-310_BK,1,,,,Top,,,,,,,,,,
Thermaltake,,,,,,,,Black/Blue,Thermaltake Chaser A31 Thunder Edition VP300A5W2N -- Computer Case,,,,,,14.33 lb,,,,112330131,,,,,,,,,,,,,,,
Ark Technology Inc.,,,1,,,,,Black,Black Ark Technology Wn-32 V Glassy Black Coating Front uATX Mini Tower Case,,,,,4,,,,,9SIC4C2HM053,,,,,,,MicroATX Mini Tower,,,,,,,,
Ark Technology Inc.,,,1,,,,,Black,Black Ark Technology Wn-32 V Glassy Black Coating Front uATX Mini Tower Case,,,,,4,,,,,7144210024,,,,,,,MicroATX Mini Tower,,,,,,,,
NZXT,,,1,,,,,,New NZXT PHANTOM No Power Supply ATX Full Tower Case (Black),,,,,7,11.0 kg,No,,,9SIC4C2HM059,,,,,,,Full Tower,,,,,,,,
NZXT,,,1,,,,,,New NZXT PHANTOM No Power Supply ATX Full Tower Case (Black),,,,,7,11.0 kg,No,,,8119332973,,,,,,,Full Tower,,,,,,,,
NZXT,,,1,,,,,,NZXT Guardian 921 RB No Power Supply ATX Mid Tower Case (Black) 921RB-001-BL -- Computer Case,No,,,,7,8.2 kg,,,,8045938547,,,,,,,,,,,,,,,
NZXT,,,1,,,,,black/green,NZXT PHANTOM No Power Supply ATX Full Tower Case (Black/Green)_延_延Computer Case,No,,,,7,11.0 kg,,,,115918222,,,,,,,Full Tower,,,,,,,,
NZXT,,,1,,,,,black/green,NZXT PHANTOM No Power Supply ATX Full Tower Case (Black/Green)_延_延Computer Case,No,,,,7,11.0 kg,,,,9SIC4C2HM012,,,,,,,Full Tower,,,,,,,,
Cooler Master,,,1,,,,,,Cooler Master CM Storm Trooper No Power Supply ATX Full Tower Case (Black)-- Computer Case,No,,,,9+1,30.2 lbs / 13.7 kg,,,,100251137,,,,,,,Full Tower,,,,,,,,
Cooler Master,,,1,,,,,,Cooler Master CM Storm Trooper No Power Supply ATX Full Tower Case (Black)-- Computer Case,No,,,,9+1,30.2 lbs / 13.7 kg,,,,9SIC4C2HM039,,,,,,,Full Tower,,,,,,,,
NZXT,,,1,,,,,black/green,New NZXT PHANTOM No Power Supply ATX Full Tower Case (Black/Green) -- Computer Case,No,,,,7,11.0 kg,,,,6140749085,,,,,,,Full Tower,,,,,,,,
NZXT,,,1,,,,,black/green,New NZXT PHANTOM No Power Supply ATX Full Tower Case (Black/Green) -- Computer Case,No,,,,7,11.0 kg,,,,9SIC4C2HM021,,,,,,,Full Tower,,,,,,,,
Cooler Master,,,1,,,,,Black,New Cooler Master CM Storm Trooper No Power Supply ATX Full Tower Case (Black)-- Computer Case,No,,,,9+1,30.2 lbs / 13.7 kg,,,,8079274601,,,,,,,Full Tower,,,,,,,,
Raidmax,,,1,,,,,Black,NEW Raidmax Blade ATX-298WB No Power Supply ATX Mid Tower Case (Black)-- Computer Case,No,,,,7,15 lbs,,,,70834509,,,,,,,,,,,,,,,
Raidmax,,,1,,,,,Black,NEW Raidmax Blade ATX-298WB No Power Supply ATX Mid Tower Case (Black)-- Computer Case,No,,,,7,15 lbs,,,,9SIC4C2HM026,,,,,,,,,,,,,,,
Thermaltake,,,,,,,,Black,New Thermaltake Overseer RX-I VN700M1W2N No Power Supply Full Tower Case (Black) -- Computer Case,No,,,,8,22.7 lbs / 10.3 kg,,,,6089131943,,,,,,,Full Tower,,,,,,,,
Ark Technology Inc.,,1,,,,,,Black,Ark Technology Black MicroATX Mid-Tower PC Computer Case (PN07) with 500w power supply,,,,,,,,,,T4072908,,,,,,,MicroATX Mid Tower,,,,,,,1 x 40mm,
NZXT,,,1,,,,,Black,NZXT Guardian 921 RB ATX Mid Tower Case (Black) without Power Supply,,,,,,,,,,T4072914,,,,,,,ATX Mid Tower,,,,,,,1 x 40mm,
Ark Technology Inc.,,1,,,,,,Black,Ark Technology Black MicroATX Mid-Tower PC Computer Case (PN07) with 500w power supply,,,,,,,,,,9SIC4C2HM003,,,,,,,MicroATX Mid Tower,,,,,,,,
APEVIA CORP.,,,,,,,,Black,Apevia X-Sniper2 case w/ Window 2 x USB3-Green X-SNIPER2-GN case NEW -- Computer Case,,,,,,,,,,8095677440,,,,,,,,,,,,,,,
Thermaltake,,,,,,,,Black,Thermaltake CA-1B8-00S1WN-00 Core V1 Mini ITX Chassis-- Computer Case,,,,,,,,,,9SIC4C2HM006,,,,,,,,,,,,,,,
APEVIA CORP.,,,,,,,,Black,Apevia X-Sniper2 case w/ Window 2 x USB3-Green X-SNIPER2-GN case NEW -- Computer Case,,,,,,,,,,9SIC4C2HM017,,,,,,,,,,,,,,,
APEVIA CORP.,,,,,1,,,Green,APEVIA Mid Tower Steel Case in Green Gaming Computer Gamer PC Green LED chassis -- Computer Case,,,,,,,,,,7099690542,,,,,,,,,,,,,,,
Thermaltake,,,,,,,,Black,Thermaltake CA-1B8-00S1WN-00 Core V1 Mini ITX Chassis-- Computer Case,,,,,,,,,,5160903402,,,,,,,,,,,,,,,
Ark Technology Inc.,,,,,,,,Black,Ark Technology CI02 Mini ITX Case w/ VESA Mounting Feature 90W Power Supply -- Computer Case,,,,,,,No,,,9SIC4C2HM008,,,,,,,,,,,,,,,
Ark Technology Inc.,,,,,,,,Black,Ark Technology CI02 Mini ITX Case w/ VESA Mounting Feature 90W Power Supply -- Computer Case,,,,,,,No,,,7157584245,,,,,,,,,,,,,,,
Thermaltake,,,1,,,,,Black,New Thermaltake Urban T81 CA-1B7-00F1WN-00 No Power Supply ATX Full Tower Case  -- Computer Case,,,,,8,30.42 lb,,,,T81,,,,,,,Full Tower,,,,,,,,
Thermaltake,,,1,,,,,Black,New Thermaltake Urban T81 CA-1B7-00F1WN-00 No Power Supply ATX Full Tower Case  -- Computer Case,,,,,8,30.42 lb,,,,9SIC4C2HM015,,,,,,,Full Tower,,,,,,,,
Thermaltake,,,,,,,,,Thermaltake Chaser A21 Mid-Tower Chassis CA-1A3-00M1WN-00 -- Computer Case,,,,,7,11.46 lb,,,,A21,,,,,,,,,,,,,,,
Thermaltake,,,,,,,,,Thermaltake Chaser A21 Mid-Tower Chassis CA-1A3-00M1WN-00 -- Computer Case,,,,,7,11.46 lb,,,,9SIC4C2HM030,,,,,,,,,,,,,,,
Antec,,1,,,,,,,Antec MINUET350S Antec Minuet 350 MicroATX Slim Case,,,,,,,,,,MINUET350S,,,,,,,,,,,,,,,
Fractal Design,,,,,,,,,Fractal Design FD-CA-NODE-304-BL Node 304,,,,,,,,,,FD-CA-NODE-304-BL,,,,,,,,,,,,,,,
Winsis,,1,,,,,,,Winsis Inc WN-26 MicroATX Mini Tower 2-2-2 Card Reader USB 350W P-S Black Silver,,,,,,,,,,WN-26,,,,,,,,,,,,,,,
Chenbro,,,,,,,,,Chenbro SR105 Chassis,,,,,,,,,,SR10569-C0,,,,,,,,,,,,,,,
Antec,,,,,,,,,Antec P100B Antec Performance Series Case P-100 Black,,,,,,,,,,P100B,,,,,,,,,,,,,,,
APEVIA CORP.,,,,,,,,Red,Apevia X-Plorer2 case w/ window 200mm fan eSATA USB2.0 Temp LCD-Silver NEW,No,,,,,,Yes,,,X-PLORER2-BK,,,,,,,,,1,,,,,,
APEVIA CORP.,,,1,,,,,Red,Red Apevia X-Plorer2-RD Metal Mid-Tower ATX Computer Case,No,,,,,,Yes,,,8119841171,,,,,,,,,,,,,,,
AeroCool,,,1,,,,,White,Aerocool Xpredator-X3 White Edition ATX Ultimate PC Gaming Computer Case,,,,,,,With Side Window,,,T4072808,,,,,,,ATX Full Tower,,,,,,,,
NZXT,,,,,1,,,Black/Orange,Refurbished: NEW NZXT H440 STEEL Mid Tower Case/ Include 4 x 2nd Gen FNv2 Fans High-End WC support USB3.0 Matte BLK/Orange,,,,,,,With Side Window,,,CA-H440W-M2,,,,,,,ATX Mid Tower,,,,,,,,
Thermaltake,,,1,,,,,Black,Thermaltake CA-1B1-00M1WN-01 Versa H23 Window No Power Supply ATX Mid Tower Case-- Computer Case,,,,,7,9.26 lb,,,,9SIC4C2HM031,,,,,,ATX Mid Tower,,,,,,,,,
Thermaltake,,,,,,,,Black,Thermaltake Versa H23 Mid-tower Chassis CA-3B1-50M1WU-00-- Computer Case,,,,,8,9.26 lb,,,,H23,,,,,,ATX Mid Tower,,,,,,,,,
STARTECH,,,,,,,,Black,StarTech.com 4 Drive 3.5in Trayless Hot Swap SATA Mobile Rack Backplane -- Computer Case,,,,,4,3.06 lb,,,,HSB320SATBK,,,,,,,,,,,,,,,
Zalman Tech Co. Ltd,,,,,,,,Black,Zalman High Performance Mid Tower Case Z11 Plus HF1 -- Computer Case,,,,,11,16.31 lb,,,,9SIC4C2HM038,,,,,,,,,,,,,,,
STARTECH,,,,,,,,Black,StarTech.com 4 Drive 3.5in Trayless Hot Swap SATA Mobile Rack Backplane -- Computer Case,,,,,4,3.06 lb,,,,9SIC4C2HM047,,,,,,,,,,,,,,,
Zalman Tech Co. Ltd,,,,,,,,Black,Zalman High Performance Mid Tower Case Z11 Plus HF1 -- Computer Case,,,,,11,16.31 lb,,,,112342193,,,,,,,,,,,,,,,
Raidmax,,,1,,,,,,New Raidmax Cobra ATX-502WBG No Power Supply ATX Mid Tower Case (Black)-- Computer Case,,No,,,7,15.0 lbs,,,,9SIC4C2HM007,,,,,Bottom,,,,,,,,,,
Raidmax,,,1,,,,,,New Raidmax Cobra Z ATX-502WBU No Power Supply ATX Mid Tower Gaming Case -- Computer Case,,No,,,7,15.0 lbs,,,,9SIC4C2HM040,,,,,Bottom,,,,,,,,,,
Raidmax,,,1,,,,,,New Raidmax Vortex ATX-402WB No Power Supply ATX Mid Tower Gaming Case (Black) -- Computer Case,,No,,,7,9.14 lbs,,,,9SIC4C2HM032,,,,,Bottom,,,,,,,,,,
NZXT,,,1,,,,,,NZXT Guardian 921 RB No Power Supply ATX Mid Tower Case Black-- Computer Case,,No,,,7,,Yes,,,9SIC4C2HM013,,,,,Bottom,,,,,,,,,,
AeroCool,,,1,,,,,,Black Aerocool Xpredator X1 Black Edition ATX Mid-Tower Computer Case,,No,,,7,,Yes,,,9SIC4C2HM014,,,,,Bottom,,,,,,,,,,
Raidmax,,,1,,,,,,Raidmax Horus ATX-322WB No Power Supply ATX Mid Tower Gaming Case (Black) -- Computer Case,,No,,,7,,Yes,,,9SIC4C2HM010,,,,,Bottom,,,,,,,,,,
