itembrand_image/_alt,wrapper_link/_text,itemdescription_description,itemfeatures_value_1,itemfeatures_value_1_numbers,Cas Latency:,Voltage:,Muli-Channel,Timing:,Model #:,Buffered,ECC,Headspreader,color
Corsair,CORSAIR Vengeance LP 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CML16GX3M2A1600C9 CORSAIR Vengeance LP 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CML16GX3M2A1600C9,CORSAIR Vengeance LP 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CML16GX3M2A1600C9,DDR3 1600 (PC3 12800),1600; 12800,9,1.5V,,9; 9; 9; 24,CML16GX3M2A1600C9,,No,,
Crucial,Crucial Ballistix Sport LT 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4-19200) Memory Model BLS2K8G4D240FSB Crucial Ballistix Sport LT 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4-19200) Memory Model BLS2K8G4D240FSB,Crucial Ballistix Sport LT 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4-19200) Memory Model BLS2K8G4D240FSB,DDR4 2400 (PC4-19200),2400; 19200,16,1.2V,,16; 16; 16,BLS2K8G4D240FSB,,No,,
Crucial,Crucial Ballistix Tactical 8GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model BLT8G3D1608DT1TX0 Crucial Ballistix Tactical 8GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model BLT8G3D1608DT1TX0,Crucial Ballistix Tactical 8GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model BLT8G3D1608DT1TX0,DDR3 1600 (PC3 12800),1600; 12800,8,1.5V,,8; 8; 8; 24,BLT8G3D1608DT1TX0,,No,,
G.SKILL,G.SKILL AEGIS 8GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model F3-1600C11S-8GIS G.SKILL AEGIS 8GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model F3-1600C11S-8GIS,G.SKILL AEGIS 8GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model F3-1600C11S-8GIS,DDR3 1600 (PC3 12800),1600; 12800,11,1.5V,,11; 11; 11; 28,F3-1600C11S-8GIS,,No,,
Crucial,Crucial Ballistix Tactical 4GB 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10600) Desktop Memory Model BLT4G3D1337DT1TX0 Crucial Ballistix Tactical 4GB 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10600) Desktop Memory Model BLT4G3D1337DT1TX0,Crucial Ballistix Tactical 4GB 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10600) Desktop Memory Model BLT4G3D1337DT1TX0,DDR3 1333 (PC3 10600),1333; 10600,7,1.5V,,7; 7; 7; 24,BLT4G3D1337DT1TX0,,No,,
PNY Technologies Inc.,PNY 4GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model MD4096SD3-1600-X9 PNY 4GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model MD4096SD3-1600-X9,PNY 4GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model MD4096SD3-1600-X9,DDR3 1600 (PC3 12800),1600; 12800,9,1.65V,,9; 9; 9; 27,MD4096SD3-1600-X9,,,,
Corsair,CORSAIR 4GB 240-Pin DDR3 SDRAM DDR3 1333 Desktop Memory Model CMV4GX3M1A1333C9 CORSAIR 4GB 240-Pin DDR3 SDRAM DDR3 1333 Desktop Memory Model CMV4GX3M1A1333C9,CORSAIR 4GB 240-Pin DDR3 SDRAM DDR3 1333 Desktop Memory Model CMV4GX3M1A1333C9,DDR3 1333,1333,9,1.5V,,9; 9; 9; 24,CMV4GX3M1A1333C9,,,,
PNY Technologies Inc.,PNY 8GB 240-Pin DDR3 SDRAM DDR3 1866 Desktop Memory Model MD8192SD3-1866-X9 PNY 8GB 240-Pin DDR3 SDRAM DDR3 1866 Desktop Memory Model MD8192SD3-1866-X9,PNY 8GB 240-Pin DDR3 SDRAM DDR3 1866 Desktop Memory Model MD8192SD3-1866-X9,DDR3 1866,1866,9,1.5V,,9; 10; 9; 28,MD8192SD3-1866-X9,,,,
Corsair,CORSAIR Dominator Platinum 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 2800 (PC4-22400) memory kit Model CMD32GX4M4A2800C16 CORSAIR Dominator Platinum 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 2800 (PC4-22400) memory kit Model CMD32GX4M4A2800C16,CORSAIR Dominator Platinum 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 2800 (PC4-22400) memory kit Model CMD32GX4M4A2800C16,DDR4 2800 (PC4-22400),2800; 22400,16,1.2V,,16; 18; 18; 36,CMD32GX4M4A2800C16,,,,
GeIL,GeIL DRAGON 8GB 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10660) Desktop Memory Model GD38GB1333C9SC GeIL DRAGON 8GB 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10660) Desktop Memory Model GD38GB1333C9SC,GeIL DRAGON 8GB 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10660) Desktop Memory Model GD38GB1333C9SC,DDR3 1333 (PC3 10660),1333; 10660,9,1.5V,,9; 9; 9; 24,GD38GB1333C9SC,,,,
Mushkin Enhanced,Mushkin Enhanced 1GB (2 x 512MB) 184-Pin DDR SDRAM DDR 400 (PC 3200) Dual Channel Kit Desktop Memory Model 991145 Mushkin Enhanced 1GB (2 x 512MB) 184-Pin DDR SDRAM DDR 400 (PC 3200) Dual Channel Kit Desktop Memory Model 991145,Mushkin Enhanced 1GB (2 x 512MB) 184-Pin DDR SDRAM DDR 400 (PC 3200) Dual Channel Kit Desktop Memory Model 991145,DDR 400 (PC 3200),400; 3200,3,2.6V,,3; 3; 3; 8,991145,,,No,
Corsair,CORSAIR Vengeance 8GB 240-Pin DDR3 SDRAM DDR3 1866 (PC3 14900) Desktop Memory Model CMZ8GX3M1A1866C10 CORSAIR Vengeance 8GB 240-Pin DDR3 SDRAM DDR3 1866 (PC3 14900) Desktop Memory Model CMZ8GX3M1A1866C10,CORSAIR Vengeance 8GB 240-Pin DDR3 SDRAM DDR3 1866 (PC3 14900) Desktop Memory Model CMZ8GX3M1A1866C10,DDR3 1866 (PC3 14900),1866; 14900,10,1.5V,,10; 11; 10; 30,CMZ8GX3M1A1866C10,,,Yes,
Corsair,CORSAIR Vengeance LP 4GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CML4GX3M1X1600C7 CORSAIR Vengeance LP 4GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CML4GX3M1X1600C7,CORSAIR Vengeance LP 4GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CML4GX3M1X1600C7,DDR3 1600 (PC3 12800),1600; 12800,7,1.5V,,7; 8; 8; 24,CML4GX3M1X1600C7,,,Yes,
Mushkin Enhanced,Mushkin Enhanced 2GB (2 x 1GB) 240-Pin DDR2 SDRAM DDR2 667 (PC2 5300) Dual Channel Kit Desktop Memory Model 991503 Mushkin Enhanced 2GB (2 x 1GB) 240-Pin DDR2 SDRAM DDR2 667 (PC2 5300) Dual Channel Kit Desktop Memory Model 991503,Mushkin Enhanced 2GB (2 x 1GB) 240-Pin DDR2 SDRAM DDR2 667 (PC2 5300) Dual Channel Kit Desktop Memory Model 991503,DDR2 667 (PC2 5300),667; 5300,5,1.8V,,5; 5; 5; 15,991503,,,No,
Mushkin Enhanced,Mushkin Enhanced Green 2GB (2 x 1GB) 184-Pin DDR SDRAM DDR 333 (PC 2700) Dual Channel Kit System Memory Model 991372 Mushkin Enhanced Green 2GB (2 x 1GB) 184-Pin DDR SDRAM DDR 333 (PC 2700) Dual Channel Kit System Memory Model 991372,Mushkin Enhanced Green 2GB (2 x 1GB) 184-Pin DDR SDRAM DDR 333 (PC 2700) Dual Channel Kit System Memory Model 991372,DDR 333 (PC 2700),333; 2700,2.5,2.5V,,2.5; 3; 3; 7,991372,,,No,
Transcend,Transcend 256MB 184-Pin DDR SDRAM DDR 400 (PC 3200) Desktop Memory Model JM334D643A-50 Transcend 256MB 184-Pin DDR SDRAM DDR 400 (PC 3200) Desktop Memory Model JM334D643A-50,Transcend 256MB 184-Pin DDR SDRAM DDR 400 (PC 3200) Desktop Memory Model JM334D643A-50,DDR 400 (PC 3200),400; 3200,2.5,2.5V,,2.5; 3; 3; 8,JM334D643A-50,,,No,
ADATA,ADATA 2GB 240-Pin DDR2 SDRAM DDR2 800 (PC2 6400) Desktop Memory Model VDQVE1B16 ADATA 2GB 240-Pin DDR2 SDRAM DDR2 800 (PC2 6400) Desktop Memory Model VDQVE1B16,ADATA 2GB 240-Pin DDR2 SDRAM DDR2 800 (PC2 6400) Desktop Memory Model VDQVE1B16,DDR2 800 (PC2 6400),800; 6400,5,1.8V,,5; 5; 5,VDQVE1B16,,,No,
AMD Radeon Memory,AMD Radeon Entertainment Series 4GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model AE34G1609U1 AMD Radeon Entertainment Series 4GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model AE34G1609U1,AMD Radeon Entertainment Series 4GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model AE34G1609U1,DDR3 1600 (PC3 12800),1600; 12800,9,1.5V,,9; 9; 9; 28,AE34G1609U1,,,Yes,
Mushkin Enhanced,Mushkin Enhanced 1GB (2 x 512MB) 184-Pin DDR SDRAM DDR 333 (PC 2700) Dual Channel Kit Desktop Memory Model 991148 Mushkin Enhanced 1GB (2 x 512MB) 184-Pin DDR SDRAM DDR 333 (PC 2700) Dual Channel Kit Desktop Memory Model 991148,Mushkin Enhanced 1GB (2 x 512MB) 184-Pin DDR SDRAM DDR 333 (PC 2700) Dual Channel Kit Desktop Memory Model 991148,DDR 333 (PC 2700),333; 2700,2.5,2.5V,,2.5; 3; 3; 7,991148,,,No,
Mushkin Enhanced,Mushkin Enhanced Silverline 2GB 240-Pin DDR2 SDRAM DDR2 800 (PC2 6400) Desktop Memory Model 991760 Mushkin Enhanced Silverline 2GB 240-Pin DDR2 SDRAM DDR2 800 (PC2 6400) Desktop Memory Model 991760,Mushkin Enhanced Silverline 2GB 240-Pin DDR2 SDRAM DDR2 800 (PC2 6400) Desktop Memory Model 991760,DDR2 800 (PC2 6400),800; 6400,5,1.8V,,5; 5; 5; 18,991760,,,Yes,
ADATA,ADATA XPG V1.0 4GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model AX3U1600W4G9-RB ADATA XPG V1.0 4GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model AX3U1600W4G9-RB,ADATA XPG V1.0 4GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model AX3U1600W4G9-RB,DDR3 1600 (PC3 12800),1600; 12800,9,1.5V,,9; 9; 9; 24,AX3U1600W4G9-RB,,,Yes,
Team Group,Team Elite Plus 8GB 288-Pin DDR4 SDRAM DDR4 2400 (PC4-19200) Desktop Memory Model TPD48GM2400HC1601 Team Elite Plus 8GB 288-Pin DDR4 SDRAM DDR4 2400 (PC4-19200) Desktop Memory Model TPD48GM2400HC1601,Team Elite Plus 8GB 288-Pin DDR4 SDRAM DDR4 2400 (PC4-19200) Desktop Memory Model TPD48GM2400HC1601,DDR4 2400 (PC4-19200),2400; 19200,15,1.2V,,15; 15; 15; 35,TPD48GM2400HC1601,,,Yes,
Corsair,CORSAIR Vengeance 8GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMZ8GX3M1A1600C10B CORSAIR Vengeance 8GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMZ8GX3M1A1600C10B,CORSAIR Vengeance 8GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMZ8GX3M1A1600C10B,DDR3 1600 (PC3 12800),1600; 12800,10,1.5V,,10; 10; 10; 27,CMZ8GX3M1A1600C10B,,,Yes,
Corsair,CORSAIR Vengeance LPX 16GB (4 x 4GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4-19200) memory kit for DDR4 Systems Model CMK16GX4M4A2400C14R CORSAIR Vengeance LPX 16GB (4 x 4GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4-19200) memory kit for DDR4 Systems Model CMK16GX4M4A2400C14R,CORSAIR Vengeance LPX 16GB (4 x 4GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4-19200) memory kit for DDR4 Systems Model CMK16GX4M4A2400C14R,DDR4 2400 (PC4-19200),2400; 19200,14,1.2V,,14; 16; 16; 31,CMK16GX4M4A2400C14R,,,Anodized Aluminum,
Mushkin Enhanced,Mushkin Enhanced Essentials 4GB 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10666) Desktop Memory Model 991769 Mushkin Enhanced Essentials 4GB 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10666) Desktop Memory Model 991769,Mushkin Enhanced Essentials 4GB 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10666) Desktop Memory Model 991769,DDR3 1333 (PC3 10666),1333; 10666,9,1.5V,,9; 9; 9; 24,991769,,,No,
Mushkin Enhanced,Mushkin Enhanced 1GB 240-Pin DDR2 SDRAM DDR2 533 (PC2 4200) Desktop Memory Model 991497 Mushkin Enhanced 1GB 240-Pin DDR2 SDRAM DDR2 533 (PC2 4200) Desktop Memory Model 991497,Mushkin Enhanced 1GB 240-Pin DDR2 SDRAM DDR2 533 (PC2 4200) Desktop Memory Model 991497,DDR2 533 (PC2 4200),533; 4200,4,1.9V,,4; 4; 4; 12,991497,,,No,
Corsair,CORSAIR XMS 64GB (8 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMX64GX3M8A1600C11 CORSAIR XMS 64GB (8 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMX64GX3M8A1600C11,CORSAIR XMS 64GB (8 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMX64GX3M8A1600C11,DDR3 1600 (PC3 12800),1600; 12800,11,1.5V,,11; 11; 11; 31,CMX64GX3M8A1600C11,,,Yes,
Corsair,CORSAIR Vengeance LP 8GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CML8GX3M1A1600C10 CORSAIR Vengeance LP 8GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CML8GX3M1A1600C10,CORSAIR Vengeance LP 8GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CML8GX3M1A1600C10,DDR3 1600 (PC3 12800),1600; 12800,10,1.5V,,10; 10; 10; 27,CML8GX3M1A1600C10,,,Yes,
Mushkin Enhanced,Mushkin Enhanced 512MB 184-Pin DDR SDRAM DDR 333 (PC 2700) Desktop Memory Model 990962 Mushkin Enhanced 512MB 184-Pin DDR SDRAM DDR 333 (PC 2700) Desktop Memory Model 990962,Mushkin Enhanced 512MB 184-Pin DDR SDRAM DDR 333 (PC 2700) Desktop Memory Model 990962,DDR 333 (PC 2700),333; 2700,2.5,2.5V,,2.5; 3; 3; 7,990962,,,No,
Corsair,CORSAIR XMS3 8GB 240-Pin DDR3 SDRAM DDR3 1333 Desktop Memory Model CMX8GX3M1A1333C9 CORSAIR XMS3 8GB 240-Pin DDR3 SDRAM DDR3 1333 Desktop Memory Model CMX8GX3M1A1333C9,CORSAIR XMS3 8GB 240-Pin DDR3 SDRAM DDR3 1333 Desktop Memory Model CMX8GX3M1A1333C9,DDR3 1333,1333,9,1.5V,,9; 9; 9; 24,CMX8GX3M1A1333C9,,,Yes,
Team Group,Team Elite Plus 4GB 288-Pin DDR4 SDRAM DDR4 2400 (PC4-19200) Desktop Memory Model TPD44GM2400HC1601 Team Elite Plus 4GB 288-Pin DDR4 SDRAM DDR4 2400 (PC4-19200) Desktop Memory Model TPD44GM2400HC1601,Team Elite Plus 4GB 288-Pin DDR4 SDRAM DDR4 2400 (PC4-19200) Desktop Memory Model TPD44GM2400HC1601,DDR4 2400 (PC4-19200),2400; 19200,15,1.2V,,15; 15; 15; 35,TPD44GM2400HC1601,,,Yes,
Corsair,CORSAIR XMS 4GB 240-Pin DDR3 SDRAM DDR3 1333 Desktop Memory Model CMX4GX3M1A1333C9 CORSAIR XMS 4GB 240-Pin DDR3 SDRAM DDR3 1333 Desktop Memory Model CMX4GX3M1A1333C9,CORSAIR XMS 4GB 240-Pin DDR3 SDRAM DDR3 1333 Desktop Memory Model CMX4GX3M1A1333C9,DDR3 1333,1333,9,1.5V,,9; 9; 9; 24,CMX4GX3M1A1333C9,,,Yes,
Team Group,Team Elite 8GB 288-Pin DDR4 SDRAM DDR4 2400 (PC4-19200) Desktop Memory Model TED48GM2400C1601 Team Elite 8GB 288-Pin DDR4 SDRAM DDR4 2400 (PC4-19200) Desktop Memory Model TED48GM2400C1601,Team Elite 8GB 288-Pin DDR4 SDRAM DDR4 2400 (PC4-19200) Desktop Memory Model TED48GM2400C1601,DDR4 2400 (PC4-19200),2400; 19200,15,1.2V,,15; 15; 15; 35,TED48GM2400C1601,,,No,
Team Group,Team Elite 4GB 288-Pin DDR4 SDRAM DDR4 2133 (PC4-17000) Desktop Memory Model TED44GM2133C1501 Team Elite 4GB 288-Pin DDR4 SDRAM DDR4 2133 (PC4-17000) Desktop Memory Model TED44GM2133C1501,Team Elite 4GB 288-Pin DDR4 SDRAM DDR4 2133 (PC4-17000) Desktop Memory Model TED44GM2133C1501,DDR4 2133 (PC4-17000),2133; 17000,15,1.2V,,15; 15; 15; 35,TED44GM2133C1501,,,No,
Team Group,Team Elite Plus 4GB 288-Pin DDR4 SDRAM DDR4 2133 (PC4-17000) Desktop Memory Model TPD44GM2133HC1501 Team Elite Plus 4GB 288-Pin DDR4 SDRAM DDR4 2133 (PC4-17000) Desktop Memory Model TPD44GM2133HC1501,Team Elite Plus 4GB 288-Pin DDR4 SDRAM DDR4 2133 (PC4-17000) Desktop Memory Model TPD44GM2133HC1501,DDR4 2133 (PC4-17000),2133; 17000,15,1.2V,,15; 15; 15; 35,TPD44GM2133HC1501,,,Yes,
Mushkin Enhanced,Mushkin Enhanced Essentials 256MB 168-Pin SDRAM PC 100 System Memory Model 990107 Mushkin Enhanced Essentials 256MB 168-Pin SDRAM PC 100 System Memory Model 990107,Mushkin Enhanced Essentials 256MB 168-Pin SDRAM PC 100 System Memory Model 990107,PC 100,100,2,3.3V,,2; 2; 2,990107,,,No,
Mushkin Enhanced,Mushkin Enhanced Blackline 8GB 288-Pin DDR4 SDRAM DDR4 2800 (PC4-22400) Memory Model 992209F Mushkin Enhanced Blackline 8GB 288-Pin DDR4 SDRAM DDR4 2800 (PC4-22400) Memory Model 992209F,Mushkin Enhanced Blackline 8GB 288-Pin DDR4 SDRAM DDR4 2800 (PC4-22400) Memory Model 992209F,DDR4 2800 (PC4-22400),2800; 22400,16,1.2V,,16; 16; 16; 36,992209F,,,FROSTBYTE G3,
Transcend,Transcend 512MB 184-Pin DDR SDRAM DDR 266 (PC 2100) System Memory Model TS64MLD64V6F5 Transcend 512MB 184-Pin DDR SDRAM DDR 266 (PC 2100) System Memory Model TS64MLD64V6F5,Transcend 512MB 184-Pin DDR SDRAM DDR 266 (PC 2100) System Memory Model TS64MLD64V6F5,DDR 266 (PC 2100),266; 2100,2.5,2.5V,,2.5; 3; 3,TS64MLD64V6F5,,,No,
Corsair,CORSAIR XMS 8GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMX8GX3M1A1600C11 CORSAIR XMS 8GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMX8GX3M1A1600C11,CORSAIR XMS 8GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMX8GX3M1A1600C11,DDR3 1600 (PC3 12800),1600; 12800,11,1.5V,,11; 11; 11; 30,CMX8GX3M1A1600C11,,,Yes,
Mushkin Enhanced,Mushkin Enhanced 2GB 240-Pin DDR2 SDRAM DDR2 667 (PC2 5300) Desktop Memory Model 991556 Mushkin Enhanced 2GB 240-Pin DDR2 SDRAM DDR2 667 (PC2 5300) Desktop Memory Model 991556,Mushkin Enhanced 2GB 240-Pin DDR2 SDRAM DDR2 667 (PC2 5300) Desktop Memory Model 991556,DDR2 667 (PC2 5300),667; 5300,5,1.8V,,5; 5; 5; 15,991556,,,No,
Mushkin Enhanced,Mushkin Enhanced Silverline 2GB 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10666) Desktop Memory Model 991768 Mushkin Enhanced Silverline 2GB 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10666) Desktop Memory Model 991768,Mushkin Enhanced Silverline 2GB 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10666) Desktop Memory Model 991768,DDR3 1333 (PC3 10666),1333; 10666,9,1.5V,,9; 9; 9; 24,991768,,,Yes,
Mushkin Enhanced,Mushkin Enhanced Silverline 1GB 184-Pin DDR SDRAM DDR 400 (PC 3200) Desktop Memory Model 991754 Mushkin Enhanced Silverline 1GB 184-Pin DDR SDRAM DDR 400 (PC 3200) Desktop Memory Model 991754,Mushkin Enhanced Silverline 1GB 184-Pin DDR SDRAM DDR 400 (PC 3200) Desktop Memory Model 991754,DDR 400 (PC 3200),400; 3200,3,2.5V,,3; 3; 3; 8,991754,,,Yes,
Mushkin Enhanced,Mushkin Enhanced Silverline 4GB 240-Pin DDR2 SDRAM DDR2 800 (PC2 6400) Desktop Memory Model 991763 Mushkin Enhanced Silverline 4GB 240-Pin DDR2 SDRAM DDR2 800 (PC2 6400) Desktop Memory Model 991763,Mushkin Enhanced Silverline 4GB 240-Pin DDR2 SDRAM DDR2 800 (PC2 6400) Desktop Memory Model 991763,DDR2 800 (PC2 6400),800; 6400,6,1.8V,,6; 6; 6; 18,991763,,,Stiletto,
Mushkin Enhanced,Mushkin Enhanced Essentials 1GB 184-Pin DDR SDRAM DDR 400 (PC 3200) Desktop Memory Model 991130 Mushkin Enhanced Essentials 1GB 184-Pin DDR SDRAM DDR 400 (PC 3200) Desktop Memory Model 991130,Mushkin Enhanced Essentials 1GB 184-Pin DDR SDRAM DDR 400 (PC 3200) Desktop Memory Model 991130,DDR 400 (PC 3200),400; 3200,3,2.6V,,3; 3; 3; 8,991130,,,No,
Mushkin Enhanced,Mushkin Enhanced Essentials 1GB 184-Pin DDR SDRAM DDR 333 (PC 2700) Desktop Memory Model 990980 - OEM Mushkin Enhanced Essentials 1GB 184-Pin DDR SDRAM DDR 333 (PC 2700) Desktop Memory Model 990980 - OEM,Mushkin Enhanced Essentials 1GB 184-Pin DDR SDRAM DDR 333 (PC 2700) Desktop Memory Model 990980 - OEM,DDR 333 (PC 2700),333; 2700,2.5,2.5V,,2.5; 3; 3; 7,990980,,,No,
Team Group,Team Elite Plus 8GB 288-Pin DDR4 SDRAM DDR4 2133 (PC4-17000) Desktop Memory Model TPD48GM2133HC1501 Team Elite Plus 8GB 288-Pin DDR4 SDRAM DDR4 2133 (PC4-17000) Desktop Memory Model TPD48GM2133HC1501,Team Elite Plus 8GB 288-Pin DDR4 SDRAM DDR4 2133 (PC4-17000) Desktop Memory Model TPD48GM2133HC1501,DDR4 2133 (PC4-17000),2133; 17000,15,1.2V,,15; 15; 15; 35,TPD48GM2133HC1501,,,Yes,
ADATA,ADATA XPG V1.0 8GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model AX3U1600W8G9-RR ADATA XPG V1.0 8GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model AX3U1600W8G9-RR,ADATA XPG V1.0 8GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model AX3U1600W8G9-RR,DDR3 1600 (PC3 12800),1600; 12800,9,1.5V,,9; 9; 9; 24,AX3U1600W8G9-RR,,,Yes,
Mushkin Enhanced,Mushkin Enhanced Silverline 1GB 240-Pin DDR2 SDRAM DDR2 800 (PC2 6400) Desktop Memory Model 991758 Mushkin Enhanced Silverline 1GB 240-Pin DDR2 SDRAM DDR2 800 (PC2 6400) Desktop Memory Model 991758,Mushkin Enhanced Silverline 1GB 240-Pin DDR2 SDRAM DDR2 800 (PC2 6400) Desktop Memory Model 991758,DDR2 800 (PC2 6400),800; 6400,5,1.8V,,5; 5; 5; 18,991758,,,Yes,
Corsair,CORSAIR XMS3 4GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMX4GX3M1A1600C11 CORSAIR XMS3 4GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMX4GX3M1A1600C11,CORSAIR XMS3 4GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMX4GX3M1A1600C11,DDR3 1600 (PC3 12800),1600; 12800,11,1.5V,,11; 11; 11; 30,CMX4GX3M1A1600C11,,,Yes,
Corsair,CORSAIR Vengeance LP 4GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CML4GX3M1A1600C9 CORSAIR Vengeance LP 4GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CML4GX3M1A1600C9,CORSAIR Vengeance LP 4GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CML4GX3M1A1600C9,DDR3 1600 (PC3 12800),1600; 12800,9,1.5V,,9; 9; 9; 24,CML4GX3M1A1600C9,,,Yes,
Mushkin Enhanced,Mushkin Enhanced Essentials 1GB 240-Pin DDR2 SDRAM DDR2 667 (PC2 5300) Desktop Memory Model 991501 Mushkin Enhanced Essentials 1GB 240-Pin DDR2 SDRAM DDR2 667 (PC2 5300) Desktop Memory Model 991501,Mushkin Enhanced Essentials 1GB 240-Pin DDR2 SDRAM DDR2 667 (PC2 5300) Desktop Memory Model 991501,DDR2 667 (PC2 5300),667; 5300,5,1.8V,,5; 5; 5; 15,991501,,,No,
Mushkin Enhanced,Mushkin Enhanced Silverline 4GB 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10666) Desktop Memory Model 991770 Mushkin Enhanced Silverline 4GB 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10666) Desktop Memory Model 991770,Mushkin Enhanced Silverline 4GB 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10666) Desktop Memory Model 991770,DDR3 1333 (PC3 10666),1333; 10666,9,1.5V,,9; 9; 9; 24,991770,,,Yes,
Transcend,Transcend 2GB 240-Pin DDR2 SDRAM DDR2 667 (PC2 5300) Desktop Memory Model JM667QLU-2G Transcend 2GB 240-Pin DDR2 SDRAM DDR2 667 (PC2 5300) Desktop Memory Model JM667QLU-2G,Transcend 2GB 240-Pin DDR2 SDRAM DDR2 667 (PC2 5300) Desktop Memory Model JM667QLU-2G,DDR2 667 (PC2 5300),667; 5300,5,1.8V,,5; 5; 5,JM667QLU-2G,,,No,
